nombre,edad,lugar_registro,marca_auto,modelo_auto,año_modelo,autonomia_km,tipo_carga,fecha_registro,version_software,baterias_recicladas
Noelia Osuna Carbó,65,Santa Cruz de Tenerife,Nissan,Leaf,2024,520,Lenta,2022-06-20,4.6.1,No
Fermín Osorio Villar,69,Tarragona,BMW,i4,2018,511,Ultra Rápida,2024-04-05,7.2.9,Sí
Antonia Alarcón Paniagua,51,Huelva,Ford,F-150 Lightning,2025,155,Rápida,2025-04-09,10.6.8,Sí
Ramona Escamilla-Lastra,50,Girona,Audi,e-tron,2019,298,Ultra Rápida,2025-04-10,2.0.8,Sí
Renata del Adán,19,Zamora,Ford,Mustang Mach-E,2024,487,Ultra Rápida,2024-09-20,7.8.1,No
Arturo Godoy Vergara,53,La Rioja,Volkswagen,ID.4,2023,268,Ultra Rápida,2022-07-19,6.8.9,Sí
Teófila Diego Sureda,73,Palencia,Hyundai,Kona Electric,2021,310,Lenta,2024-05-30,2.9.1,No
Lisandro Perales Jaén,34,Guipúzcoa,BMW,i4,2023,599,Lenta,2023-02-10,10.6.0,Sí
Rufina Rosenda Suárez Ribes,79,Castellón,Nissan,Ariya,2019,406,Rápida,2023-11-05,6.7.2,No
Piedad Daniela Suárez Noriega,70,Ceuta,Chevrolet,Bolt EV,2022,234,Ultra Rápida,2023-02-23,3.0.2,No
Mariano Arnaiz Guardia,68,Sevilla,Volkswagen,ID.3,2018,585,Rápida,2022-12-05,2.7.6,Sí
Alejandra Calderón-Anguita,71,Asturias,Chevrolet,Bolt EV,2021,182,Ultra Rápida,2023-10-27,8.7.9,Sí
Maximiano Juan Ocaña Ponce,29,Jaén,Volkswagen,ID.4,2022,426,Rápida,2022-11-11,5.3.6,No
Soraya Daza Pinilla,51,Cantabria,Audi,e-tron,2018,422,Lenta,2024-11-08,6.4.5,Sí
Candelas Yolanda Pavón Martí,69,Soria,BMW,i4,2020,366,Lenta,2022-08-06,7.2.3,No
Ciriaco Sergio Ferrández Palomar,73,Cádiz,Tesla,Model X,2020,580,Lenta,2024-03-24,9.2.4,Sí
Marcelo Busquets Lladó,75,Málaga,Audi,e-tron,2025,482,Rápida,2023-01-25,3.6.0,No
Alfredo Marti Barón,33,Navarra,BMW,iX,2025,428,Rápida,2024-01-28,6.6.9,No
Cornelio Posada-Rueda,66,Córdoba,BMW,i4,2024,305,Lenta,2025-01-28,10.6.4,No
Lupita Isern,75,Jaén,Ford,F-150 Lightning,2019,446,Rápida,2024-05-12,8.7.0,No
Luciano Nicolás Vendrell,75,Guipúzcoa,Kia,Niro EV,2024,183,Lenta,2023-08-01,10.7.6,Sí
Arturo Morales Roig,48,Huesca,Tesla,Model 3,2020,484,Rápida,2024-03-14,9.1.3,Sí
Esperanza de Gutiérrez,59,Cáceres,Chevrolet,Bolt EV,2025,229,Rápida,2023-04-04,1.2.3,Sí
Juan Manuel Trujillo Cazorla,49,Badajoz,Ford,F-150 Lightning,2018,348,Rápida,2024-03-28,8.2.2,Sí
Morena Marcos Agudo,43,Madrid,Ford,F-150 Lightning,2024,424,Rápida,2025-02-05,1.0.8,No
Eleuterio Alcalá Amat,30,Toledo,Ford,Mustang Mach-E,2021,322,Rápida,2023-10-08,4.9.3,No
Susanita Bermúdez Múgica,33,Baleares,Ford,F-150 Lightning,2025,353,Ultra Rápida,2022-05-31,8.9.4,Sí
Rosa María Ocaña-Gonzalez,39,Cáceres,Hyundai,Kona Electric,2025,560,Rápida,2024-09-26,10.3.4,Sí
Susana Llabrés,45,La Coruña,Audi,e-tron,2025,411,Lenta,2023-08-22,1.1.0,Sí
Arcelia Barceló Gracia,68,Valencia,Chevrolet,Bolt EUV,2020,401,Rápida,2022-06-11,6.8.6,No
Nazaret del Téllez,46,Soria,Tesla,Model S,2023,392,Rápida,2025-01-24,5.6.4,No
Fabio Doménech Angulo,80,Jaén,BMW,i3,2023,529,Ultra Rápida,2023-09-16,4.9.4,Sí
Luisa Gimeno Gaya,75,Cáceres,Nissan,Leaf,2025,358,Rápida,2022-05-30,9.9.8,No
Norberto Martí,65,Cádiz,Tesla,Model 3,2019,405,Rápida,2024-08-13,1.6.5,Sí
Tere Solera Moliner,45,Guadalajara,Chevrolet,Bolt EV,2021,359,Rápida,2023-06-25,9.7.2,Sí
Mohamed Barriga Arana,52,Badajoz,Kia,EV6,2020,343,Lenta,2023-04-03,3.3.6,Sí
Jose Francisco de Estevez,77,Asturias,Chevrolet,Bolt EV,2019,566,Rápida,2023-03-13,2.3.0,Sí
Ale Bolaños Bejarano,19,Teruel,BMW,i4,2021,186,Lenta,2022-10-13,1.1.8,Sí
Edelmiro Delgado Asenjo,50,Zaragoza,Kia,EV6,2020,275,Ultra Rápida,2023-03-13,7.9.3,Sí
Arturo Valero Arce,61,Albacete,Tesla,Model X,2025,538,Ultra Rápida,2025-03-19,7.8.1,No
Gaspar Román Lillo Ríos,26,Valladolid,Volkswagen,ID.4,2024,560,Ultra Rápida,2023-09-08,7.3.5,Sí
Renata de Llorens,80,Barcelona,Tesla,Model S,2020,404,Rápida,2022-10-05,5.9.3,Sí
Alcides Busquets-Frías,55,Lugo,Volkswagen,ID.4,2022,347,Ultra Rápida,2023-10-23,5.5.6,No
Fortunato Carpio Matas,28,Huelva,Kia,EV6,2025,265,Ultra Rápida,2023-12-30,2.4.2,No
Felicidad de Ibarra,56,Vizcaya,Chevrolet,Bolt EV,2018,277,Ultra Rápida,2025-02-01,6.0.3,No
Ariel Vara Ferrer,70,Zamora,Kia,EV6,2024,319,Rápida,2022-07-14,5.7.9,No
María Teresa Delia Portero Bellido,72,Cuenca,Nissan,Ariya,2023,576,Rápida,2024-09-16,2.4.1,No
Fabiana del Escobar,73,Málaga,Ford,Mustang Mach-E,2022,559,Ultra Rápida,2022-06-04,2.1.3,Sí
Alejandro Tolosa Solsona,51,Sevilla,Volkswagen,ID.3,2022,349,Lenta,2022-09-26,6.9.5,No
Josué Bayón Piña,72,Alicante,BMW,iX,2020,487,Lenta,2022-12-05,5.5.6,Sí
Purificación Tejada Amador,73,Salamanca,Kia,EV6,2020,522,Rápida,2023-08-22,10.7.2,Sí
Martirio Aroca Aramburu,49,Valencia,Nissan,Ariya,2018,401,Rápida,2022-12-12,7.4.3,No
Francisca Donoso Valderrama,60,Huelva,Nissan,Leaf,2022,209,Rápida,2024-12-09,2.6.9,No
Eligia Amarilis Mayo Ferrero,51,Soria,Hyundai,Kona Electric,2019,537,Ultra Rápida,2024-09-07,9.1.5,No
Florencia del Abellán,19,Las Palmas,Volkswagen,ID.3,2021,315,Lenta,2024-12-25,2.9.7,No
Diana Solera Ribera,35,Cantabria,Ford,Mustang Mach-E,2018,256,Rápida,2022-08-30,1.9.2,Sí
Sabas Escolano,67,Pontevedra,Ford,F-150 Lightning,2022,320,Rápida,2024-07-08,5.8.3,No
Roberta Bartolomé Calderon,20,Ourense,Nissan,Ariya,2022,355,Lenta,2025-02-16,3.5.5,Sí
Cándida Manzano Rosselló,67,Asturias,Audi,e-tron,2025,409,Lenta,2024-05-02,10.1.4,Sí
Custodia de Berenguer,56,Barcelona,Nissan,Leaf,2025,215,Rápida,2023-05-14,9.5.0,Sí
Pánfilo de Saura,42,Baleares,BMW,i3,2023,388,Ultra Rápida,2024-08-28,1.4.4,No
Cándido Valenciano Pizarro,22,Albacete,BMW,iX,2025,595,Ultra Rápida,2022-05-02,10.8.2,Sí
Amalia de Vall,22,Salamanca,Ford,Mustang Mach-E,2024,549,Ultra Rápida,2023-02-28,7.4.1,No
Plinio Moreno Torrens,76,La Coruña,Ford,Mustang Mach-E,2022,475,Rápida,2023-02-10,2.9.8,Sí
Rosalva Herrero Gálvez,39,Guadalajara,BMW,iX,2019,240,Ultra Rápida,2023-12-09,7.0.2,No
Micaela Salas,46,Ceuta,Ford,F-150 Lightning,2020,583,Rápida,2024-06-02,8.2.5,No
Cayetana del Ariza,75,Asturias,Kia,EV6,2023,446,Ultra Rápida,2023-09-09,8.0.3,No
Eligia Villalba-Estevez,54,Lugo,Tesla,Model 3,2024,482,Rápida,2023-04-15,6.1.4,Sí
Celia Llopis Menéndez,76,Tarragona,Nissan,Ariya,2024,390,Ultra Rápida,2025-02-12,3.6.8,No
Tere Llorente Leon,62,León,Kia,EV6,2023,178,Lenta,2024-03-06,8.8.4,Sí
Blanca Tapia-Coll,26,La Coruña,Chevrolet,Bolt EV,2023,237,Lenta,2024-01-23,9.8.9,Sí
Adelardo Rosselló Figueras,38,Granada,Nissan,Leaf,2019,225,Lenta,2023-06-15,1.6.7,No
Lucas Tovar Carreño,73,Córdoba,Ford,Mustang Mach-E,2024,535,Rápida,2022-10-19,1.6.3,Sí
Anselmo Orozco Pla,66,Asturias,Ford,Mustang Mach-E,2024,518,Rápida,2023-01-08,5.3.9,No
Espiridión Santamaria-Montenegro,45,Las Palmas,BMW,iX,2021,406,Rápida,2025-04-15,7.1.4,Sí
Sandra Bauzà Chamorro,25,Pontevedra,Kia,EV6,2025,412,Rápida,2025-04-01,4.2.3,Sí
Pancho Pujadas-Vázquez,43,Lugo,Chevrolet,Bolt EV,2025,588,Lenta,2023-07-11,3.7.6,No
Máximo Ródenas Oliva,63,Huesca,Volkswagen,ID.3,2025,574,Ultra Rápida,2023-10-13,2.3.8,No
Sol Mendoza Vicens,19,Huesca,Ford,Mustang Mach-E,2019,229,Lenta,2025-01-09,2.2.0,Sí
Jafet Alcaraz Reina,67,Ourense,Audi,e-tron,2022,353,Rápida,2023-11-09,7.0.8,No
Adoración Benitez,24,Jaén,Volkswagen,ID.4,2022,161,Rápida,2024-12-23,9.1.4,No
Flor Azahara Palmer Alberola,54,La Coruña,Kia,EV6,2025,296,Rápida,2023-07-28,2.4.7,Sí
Mamen Emma Moya Martinez,54,Jaén,BMW,i4,2023,392,Rápida,2024-09-01,6.2.5,Sí
Severiano Arteaga Seguí,79,Barcelona,Ford,F-150 Lightning,2023,582,Lenta,2024-10-16,5.2.4,Sí
Herminio Gregorio Berrocal Oliver,34,Guipúzcoa,Audi,e-tron,2024,396,Rápida,2024-11-06,4.3.6,Sí
Alberto Miranda-Borrego,41,Valencia,BMW,i4,2025,531,Rápida,2022-05-26,8.0.2,No
Julio Calvo Cuevas,63,Cádiz,Kia,EV6,2021,590,Ultra Rápida,2024-06-22,3.9.6,No
Lucio del Téllez,74,Burgos,Hyundai,Kona Electric,2019,434,Ultra Rápida,2024-08-07,7.3.6,Sí
Regina Valencia Cerdá,20,Baleares,Audi,Q4 e-tron,2023,366,Rápida,2024-07-20,4.6.7,No
Jose Miguel Mateo Castells Montaña,29,Lleida,Hyundai,Kona Electric,2020,537,Lenta,2022-10-28,4.5.6,Sí
Jeremías Cases-Blazquez,37,Pontevedra,Chevrolet,Bolt EV,2019,243,Ultra Rápida,2022-08-01,9.7.2,No
Goyo Alegria Fernandez,39,Girona,Tesla,Model Y,2024,536,Ultra Rápida,2023-04-19,8.0.5,No
Agapito Llano Macias,41,Jaén,Hyundai,Kona Electric,2019,392,Lenta,2023-08-05,4.9.7,No
Pascuala Báez-Trujillo,59,Álava,Volkswagen,ID.3,2021,432,Ultra Rápida,2023-10-12,8.9.5,Sí
Aureliano Roldan Benavides,21,Valladolid,Kia,EV6,2018,279,Ultra Rápida,2023-05-16,8.6.4,Sí
Jose Carlos Álvarez Nuñez,23,Vizcaya,Tesla,Model S,2019,467,Lenta,2023-01-18,3.0.2,Sí
Luciana Trillo Sandoval,66,Las Palmas,Nissan,Ariya,2022,557,Rápida,2022-12-06,2.6.0,Sí
Alonso Sánchez Alvarado,42,Málaga,Nissan,Ariya,2020,347,Ultra Rápida,2024-07-16,9.1.5,No
Narcisa Mancebo-Guzmán,55,Huesca,Nissan,Leaf,2022,241,Lenta,2022-12-09,7.6.7,No
José Benavente Castellanos,28,Lleida,Ford,Mustang Mach-E,2025,546,Rápida,2023-09-13,10.9.2,No
Octavia Múgica Machado,49,Valladolid,Nissan,Ariya,2020,385,Lenta,2025-02-04,5.0.4,No
Gaspar Heras-Castejón,20,Segovia,Audi,e-tron,2023,263,Ultra Rápida,2023-07-05,10.1.0,No
Silvia Lobo Barral,58,Córdoba,Audi,Q4 e-tron,2025,599,Lenta,2023-11-21,6.4.1,No
Eligio Calvet Huertas,68,Murcia,Nissan,Leaf,2024,412,Lenta,2023-04-22,8.6.4,No
Hugo Lobo Álvaro,43,Soria,Chevrolet,Bolt EUV,2023,258,Ultra Rápida,2025-02-28,2.4.7,No
Cristóbal Venceslás Feliu Gascón,44,Palencia,Chevrolet,Bolt EV,2019,494,Rápida,2024-02-25,2.5.2,No
Goyo de Cardona,40,Santa Cruz de Tenerife,Tesla,Model S,2022,373,Rápida,2023-09-24,6.6.5,Sí
Norberto Tito Machado Prada,52,Cádiz,Kia,EV6,2021,568,Ultra Rápida,2022-05-28,1.3.5,No
Teodora Vallejo Comas,72,Toledo,Hyundai,Ioniq 5,2023,519,Ultra Rápida,2024-02-11,7.7.1,Sí
América Pont Losa,38,Cáceres,Audi,e-tron,2021,217,Lenta,2025-02-03,3.2.1,No
Anna Colom Arnaiz,33,Ciudad,BMW,i3,2023,291,Rápida,2024-03-24,6.7.8,Sí
Pablo Carnero Izquierdo,33,Vizcaya,Audi,Q4 e-tron,2019,505,Lenta,2023-08-22,6.7.0,No
Sancho Corominas Crespo,57,Lugo,BMW,iX,2020,530,Lenta,2025-03-07,5.7.5,No
Gonzalo Morillo Acosta,31,Castellón,Hyundai,Kona Electric,2024,570,Ultra Rápida,2024-10-31,4.1.4,Sí
Paloma Cantero Guzmán,38,Madrid,Hyundai,Ioniq 5,2021,474,Lenta,2022-12-18,2.7.4,Sí
Claudia Manso Lara,43,Teruel,Hyundai,Ioniq 5,2021,317,Rápida,2022-11-28,3.1.4,No
Amaya Arjona Roselló,70,Lugo,Ford,F-150 Lightning,2020,298,Lenta,2024-05-03,4.8.3,Sí
Eusebia Benavente Arnaiz,20,Cuenca,Ford,Mustang Mach-E,2021,491,Rápida,2023-05-29,5.7.7,No
Elías Heraclio Robledo Fuster,23,Álava,Hyundai,Ioniq 5,2018,548,Rápida,2024-10-25,2.9.0,Sí
Valeria Azorin Toledo,72,Alicante,Kia,EV6,2022,488,Lenta,2023-09-25,5.5.1,Sí
Jeremías Santamaria,31,Córdoba,Volkswagen,ID.3,2022,169,Rápida,2024-02-04,5.4.5,Sí
Estela González Rodríguez,38,Cantabria,Tesla,Model 3,2022,377,Rápida,2022-12-31,9.3.4,Sí
Paz Prieto Benavente,39,Cádiz,Chevrolet,Bolt EUV,2019,170,Lenta,2024-09-14,1.8.7,Sí
Gastón Camino-Morell,38,Cantabria,Ford,Mustang Mach-E,2019,498,Rápida,2025-02-10,6.9.3,Sí
Ismael Quintero Botella,38,Córdoba,Audi,e-tron,2023,461,Lenta,2022-07-28,5.8.0,Sí
Tamara Sarmiento Téllez,60,Álava,Ford,F-150 Lightning,2018,347,Rápida,2022-06-19,3.6.8,Sí
Felicia Florencia Garmendia Llorens,62,Córdoba,Tesla,Model Y,2022,339,Lenta,2023-05-16,6.9.6,Sí
Caridad Vizcaíno Bernad,50,Cantabria,BMW,i3,2024,459,Lenta,2022-07-30,4.3.0,No
Felipe Olivera Escobar,45,Huelva,Chevrolet,Bolt EUV,2024,364,Ultra Rápida,2024-01-19,4.7.5,Sí
Custodio Juan Bauzà,37,Las Palmas,Ford,Mustang Mach-E,2018,517,Ultra Rápida,2025-04-25,5.0.9,No
Pánfilo Segarra Conde,61,Madrid,Tesla,Model X,2018,298,Lenta,2022-05-08,7.6.2,Sí
Jose Francisco del Sobrino,55,Baleares,Volkswagen,ID.4,2022,375,Rápida,2023-05-04,7.0.2,No
Encarna Salgado Valderrama,36,Álava,Chevrolet,Bolt EUV,2020,502,Rápida,2023-07-14,9.5.3,No
Albino Andreu,24,Albacete,Hyundai,Ioniq 5,2019,577,Rápida,2023-05-25,4.4.8,No
Charo Zapata Alberto,55,Valencia,Tesla,Model Y,2018,415,Ultra Rápida,2023-02-11,9.0.0,Sí
Rodolfo Solano,48,Soria,Tesla,Model Y,2023,438,Ultra Rápida,2024-03-05,7.8.8,No
Trinidad Batlle-Fajardo,77,Sevilla,Tesla,Model Y,2019,281,Rápida,2024-08-14,9.4.1,Sí
Reina Isaura Jaume Espinosa,77,Badajoz,Tesla,Model X,2024,396,Lenta,2022-09-30,9.2.8,No
Mateo Eligio Cózar Robles,37,Valencia,Kia,EV6,2025,445,Ultra Rápida,2022-08-08,2.3.2,Sí
Felicidad de Llorens,80,Alicante,Tesla,Model Y,2018,453,Lenta,2024-01-11,10.3.3,Sí
Haydée Carretero-Sierra,45,Zaragoza,Ford,Mustang Mach-E,2021,567,Lenta,2025-03-28,3.0.7,Sí
Javi Cordero Aguilera,57,Tarragona,Ford,F-150 Lightning,2021,478,Rápida,2022-09-12,2.9.3,No
Rufina Royo Antón,59,Palencia,Volkswagen,ID.4,2024,513,Rápida,2023-09-09,4.1.7,Sí
Aurelia Tudela Andreu,69,Ávila,Audi,e-tron,2024,462,Lenta,2024-07-02,1.4.1,Sí
Pancho del Alegre,80,Huesca,Chevrolet,Bolt EUV,2021,574,Rápida,2025-03-19,9.0.4,No
Aroa Belmonte,62,Teruel,BMW,iX,2022,580,Ultra Rápida,2024-12-11,7.6.7,No
Fortunata de Fernández,37,Huesca,Chevrolet,Bolt EUV,2022,229,Lenta,2023-10-26,7.3.9,No
Jordi Falcón Sanmiguel,60,Sevilla,Nissan,Ariya,2019,381,Ultra Rápida,2025-03-07,4.7.7,Sí
Basilio Barceló Duran,57,Madrid,Hyundai,Ioniq 5,2022,151,Lenta,2023-04-11,4.4.5,Sí
Elías Ortega-Quiroga,24,Guadalajara,Ford,F-150 Lightning,2020,256,Ultra Rápida,2022-06-23,3.2.8,No
Guiomar Tur Sedano,22,Córdoba,BMW,i4,2024,263,Ultra Rápida,2024-04-06,10.1.8,No
David Fuertes Reig,23,Huesca,Tesla,Model 3,2022,268,Ultra Rápida,2022-11-30,4.4.3,No
Ignacia Paca Lucas Pons,31,Huelva,BMW,iX,2025,450,Ultra Rápida,2022-07-15,10.7.4,No
Edgardo Llorente Solano,60,La Rioja,Ford,F-150 Lightning,2025,211,Ultra Rápida,2023-06-20,5.4.8,Sí
Tatiana Ángela Riera Lastra,41,Zamora,Kia,EV6,2023,444,Lenta,2024-09-09,7.1.2,No
Leandra Girona Gomez,52,Murcia,BMW,i3,2021,349,Lenta,2023-12-12,4.0.2,No
Dafne Caparrós Bernal,75,Guipúzcoa,Ford,F-150 Lightning,2024,433,Ultra Rápida,2025-01-01,5.5.0,Sí
Francisco Belmonte-Pavón,70,Santa Cruz de Tenerife,Tesla,Model X,2020,509,Lenta,2025-03-15,1.2.9,No
María Dolores Vazquez Ayuso,56,Murcia,Nissan,Ariya,2021,497,Lenta,2022-12-24,10.4.3,Sí
Conrado Eliseo Cabañas Ferrández,72,Pontevedra,BMW,iX,2025,195,Rápida,2023-06-10,4.7.0,No
Miguel Ángel Loreto Polo Mora,71,Guadalajara,Ford,F-150 Lightning,2025,308,Lenta,2023-09-10,5.0.6,No
Miguela Porcel Carretero,76,Vizcaya,Volkswagen,ID.3,2023,559,Rápida,2024-12-10,5.1.3,No
Dulce de Tur,26,Vizcaya,Nissan,Leaf,2025,389,Rápida,2023-11-30,3.7.6,No
Adelardo Gómez-Tomas,50,Soria,Audi,Q4 e-tron,2022,443,Lenta,2022-12-31,2.7.0,No
Priscila Baeza,30,Santa Cruz de Tenerife,Volkswagen,ID.3,2018,354,Ultra Rápida,2023-10-28,5.5.4,Sí
María Carmen Mesa Lozano,22,Cádiz,Kia,EV6,2021,511,Rápida,2024-10-09,4.1.5,No
Ciríaco Vidal Comas,23,Santa Cruz de Tenerife,Audi,Q4 e-tron,2023,362,Lenta,2024-05-27,2.2.5,No
Cornelio Quesada Quintero,28,Castellón,Chevrolet,Bolt EUV,2022,182,Ultra Rápida,2023-04-28,10.5.9,Sí
Bernabé Guardiola Mariscal,49,Álava,Nissan,Ariya,2023,460,Ultra Rápida,2022-09-29,6.1.3,Sí
Bárbara Rocamora Valencia,54,Lleida,Hyundai,Kona Electric,2021,236,Rápida,2023-05-12,1.9.2,Sí
Brígida Paniagua-Revilla,48,Barcelona,Audi,e-tron,2023,590,Rápida,2023-07-24,5.3.5,Sí
Marianela Coll Tovar,33,Córdoba,Audi,Q4 e-tron,2022,329,Ultra Rápida,2022-06-25,9.8.0,No
Elpidio de Cervantes,71,Guadalajara,Chevrolet,Bolt EUV,2020,523,Rápida,2024-01-02,7.5.9,Sí
Adela Bravo Vallés,45,Las Palmas,Chevrolet,Bolt EUV,2023,286,Ultra Rápida,2024-04-20,2.6.4,No
Cecilia Murillo Cifuentes,41,Burgos,Ford,F-150 Lightning,2021,156,Ultra Rápida,2023-05-10,3.2.3,No
Jeremías Aureliano Luz Vilanova,53,Zaragoza,Nissan,Leaf,2023,218,Rápida,2024-01-30,9.6.7,Sí
Jacinto Mena Quesada,32,Valencia,Kia,EV6,2023,353,Lenta,2023-11-15,4.2.1,No
Óscar Florencio Samper Montserrat,27,Ciudad,Kia,EV6,2025,539,Ultra Rápida,2023-11-24,7.2.1,Sí
Eustaquio Mateo Sedano,73,Castellón,Chevrolet,Bolt EV,2024,510,Ultra Rápida,2024-01-30,7.8.3,Sí
Candela González Corral,49,Guadalajara,Audi,Q4 e-tron,2022,165,Rápida,2024-09-14,10.9.6,No
Amando Abad Garcés,66,Teruel,Hyundai,Kona Electric,2025,594,Rápida,2023-02-23,4.8.1,No
Yaiza Carretero Benítez,63,Salamanca,Ford,F-150 Lightning,2023,240,Ultra Rápida,2024-02-02,5.2.3,No
Sandra Solera-Morales,68,Álava,Hyundai,Ioniq 5,2025,596,Rápida,2022-12-26,6.3.5,No
Sabina Calderon Vázquez,45,Alicante,Hyundai,Ioniq 5,2021,220,Lenta,2024-11-30,4.8.4,Sí
Jose Ureña Urrutia,69,Asturias,Hyundai,Kona Electric,2019,462,Lenta,2025-04-13,3.9.2,No
Adelina Checa Bernat,56,Murcia,Chevrolet,Bolt EV,2021,479,Ultra Rápida,2023-08-21,2.3.8,No
Isabel Ferrán Cabañas,59,Toledo,Nissan,Leaf,2024,591,Lenta,2023-05-31,10.2.1,Sí
Nieves Tolosa Asenjo,24,Burgos,Hyundai,Kona Electric,2018,527,Rápida,2025-01-12,9.8.5,No
Lorena Genoveva Cózar Marquez,18,Cáceres,Kia,EV6,2019,597,Rápida,2022-10-30,4.1.3,No
Rico Fidel Aguirre Contreras,44,Zaragoza,Audi,e-tron,2024,441,Rápida,2024-01-07,10.0.4,No
Emigdio Pol Aller,45,Córdoba,Nissan,Ariya,2021,328,Lenta,2023-04-01,4.8.4,Sí
Albert Castelló Riquelme,66,Melilla,Nissan,Leaf,2021,188,Rápida,2023-02-14,7.2.8,Sí
Ana Belén de Mendoza,30,Huelva,Hyundai,Ioniq 5,2023,552,Rápida,2022-09-13,10.4.1,No
Paulina Prieto Montero,25,Cuenca,Ford,F-150 Lightning,2018,468,Ultra Rápida,2024-03-12,10.1.1,Sí
Lope Tormo Casas,37,Las Palmas,Hyundai,Ioniq 5,2024,352,Ultra Rápida,2023-11-05,9.7.8,Sí
José Ángel Juárez,67,La Coruña,Tesla,Model Y,2022,234,Rápida,2023-03-09,1.8.5,Sí
Griselda Aguiló,27,Guadalajara,Tesla,Model S,2018,353,Lenta,2023-06-23,3.2.7,Sí
Fermín Barrena Borja,54,Girona,Nissan,Leaf,2019,227,Rápida,2023-07-11,7.4.1,Sí
Nando Malo Escamilla,31,Toledo,Audi,e-tron,2022,205,Ultra Rápida,2022-09-30,8.8.6,Sí
Renata Domínguez Franch,46,Burgos,Chevrolet,Bolt EV,2024,243,Rápida,2023-03-23,3.4.2,Sí
Clímaco Novoa Vilalta,38,Ciudad,Volkswagen,ID.3,2024,447,Lenta,2022-12-13,10.0.9,Sí
Fausto Valentín Barreda,39,Navarra,Ford,Mustang Mach-E,2022,463,Rápida,2025-02-25,1.1.5,No
Rodolfo Calderón Pont,60,Las Palmas,Kia,Niro EV,2024,526,Rápida,2025-02-24,4.5.2,No
Lucía Belmonte Giner,37,Zamora,Tesla,Model X,2023,572,Lenta,2025-02-04,5.4.4,No
Manola Vega Arribas,57,Ciudad,Nissan,Leaf,2020,460,Rápida,2022-07-27,3.0.6,Sí
Hernán Gómez Escudero,43,Guadalajara,Tesla,Model 3,2019,301,Lenta,2023-10-22,9.9.6,Sí
Guiomar Tirado Gracia,65,Valladolid,Tesla,Model Y,2022,271,Ultra Rápida,2023-03-12,7.3.3,Sí
Joaquina Angulo Cabezas,51,Cuenca,Ford,F-150 Lightning,2019,414,Rápida,2022-08-27,10.7.5,No
Ariel Terrón Castell,25,Palencia,Tesla,Model S,2024,151,Rápida,2025-02-20,10.3.1,No
Anabel Landa Bonet,52,Albacete,Kia,Niro EV,2019,262,Ultra Rápida,2024-06-06,9.2.0,No
Serafina Aliaga Velasco,80,Palencia,BMW,iX,2021,355,Lenta,2024-07-16,6.3.7,Sí
Ernesto Hernán Cabo Arranz,39,Ávila,Nissan,Ariya,2021,150,Rápida,2022-12-19,7.0.4,No
Bibiana Raya Español,39,Castellón,Tesla,Model 3,2023,300,Ultra Rápida,2022-08-08,2.2.5,Sí
Federico Beltran Esteban,46,Ceuta,Ford,F-150 Lightning,2023,359,Lenta,2022-05-10,10.4.9,Sí
Isidro Amorós Santamaría,51,La Rioja,Volkswagen,ID.4,2018,162,Ultra Rápida,2025-01-04,10.5.2,No
Nuria del Cabo,24,Cantabria,Chevrolet,Bolt EV,2025,536,Rápida,2023-12-07,8.4.9,No
Antonio Renato Blazquez Criado,30,Lugo,Chevrolet,Bolt EV,2019,347,Lenta,2024-04-09,5.7.8,Sí
Íñigo Barral Borrell,70,Melilla,Tesla,Model X,2018,157,Ultra Rápida,2023-04-01,8.9.2,Sí
Joaquín Cerdán-Antón,20,Navarra,Nissan,Leaf,2019,576,Lenta,2022-08-31,8.8.3,No
Rosa Infante Plaza,44,León,Hyundai,Kona Electric,2020,508,Ultra Rápida,2022-08-26,3.7.8,No
Íngrid Marqués Noriega,63,Castellón,BMW,iX,2021,292,Rápida,2023-11-10,5.2.2,Sí
Celestina Baquero Moreno,75,Barcelona,BMW,i3,2022,266,Lenta,2023-09-21,6.7.6,No
Claudia Bautista Bellido,30,La Coruña,BMW,i4,2022,191,Rápida,2024-03-27,2.6.3,No
Ángel Montenegro Madrigal,70,Teruel,Audi,Q4 e-tron,2021,476,Rápida,2023-08-03,1.4.6,No
Delfina Bernad Salas,73,Cuenca,Tesla,Model Y,2023,576,Rápida,2024-08-08,10.7.4,No
Manuel Larrañaga Nadal,42,Valencia,Tesla,Model 3,2022,568,Rápida,2023-12-21,2.1.2,Sí
Augusto de Aguilera,75,Murcia,Tesla,Model Y,2023,552,Rápida,2023-07-27,6.7.7,Sí
Ramón Lamas-Portero,48,Huelva,Tesla,Model 3,2021,174,Rápida,2022-11-03,8.0.4,No
Agustín Abad Abellán,57,Baleares,BMW,i4,2024,338,Lenta,2022-06-04,6.6.4,No
Ascensión Linares Rosado,21,Alicante,Chevrolet,Bolt EUV,2018,422,Ultra Rápida,2024-02-01,10.7.4,No
Vicenta de Azcona,64,Cádiz,Volkswagen,ID.3,2023,318,Rápida,2023-10-31,1.9.5,Sí
Ofelia Casals Andreu,72,León,Chevrolet,Bolt EV,2023,512,Rápida,2024-05-20,5.6.1,Sí
Candelas Saez Morán,64,La Coruña,Ford,F-150 Lightning,2020,499,Ultra Rápida,2023-08-16,7.3.0,Sí
Águeda Antúnez Uribe,28,Burgos,Hyundai,Ioniq 5,2021,258,Lenta,2023-05-27,5.2.1,Sí
